Nota de ingreso,Edad en el momento de la inscripción,Unidades curriculares 1er semestre(acreditado),Unidades curriculares 1º semestre (matriculado),Unidades curriculares 1º semestre (evaluaciones),Unidades curriculares 1º sem (aprobado),Unidades curriculares 1º sem (grado),Unidades curriculares 1º sem (sin evaluaciones),Unidades curriculares 2º sem (acreditado),Unidades curriculares 2º sem (matriculados),Unidades curriculares 2º sem (evaluaciones),Unidades curriculares 2º sem (aprobado),Unidades curriculares 2º sem (grado),Unidades curriculares 2º sem (sin evaluaciones),Tasa de desempleo,Tasa de inflación,PIB,Blanco/situacion,Genero,Estado Civil,Modo de aplicación,Orden de aplicación,Curso,Asistencia diurna/nocturna,Titulación previa,Titulación previa (grado),Nacionalidad,Titulación de la madre,Titulacion del padre,Ocupacion de la madre,Ocupacion del padre,Desplazado,Necesidades educativas especiales,Deudor,Tasas de matricula al día,Becario,Internacional,Descripción Nacionalidad,Count,Otros
0.022228767979372222,-0.4303628237699172,-0.30081305824983723,-2.5285596421889753,-1.9860682178113243,-1.5212573894487618,-0.7223352196577593,-0.19927303148411477,-0.2824423108896146,-2.8383365740470685,-2.0426298922341317,-1.471526880526303,-0.6581233482271641,-0.199440991148615,-0.2876384574425296,0.12438647318417584,0.7657608350016585,1,1,1,17,5,171,1,1,122.0,1,19,12,5,9,1,0,0,1,0,0,Portugués,1,
1.0719261394817379,-0.562167955812708,-0.30081305824983723,-0.109105147316254,-0.5501920153441094,0.4180498886958897,-0.722335219657757,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.522682374307949,0.518903690034754,1.6313171893065785,-0.199440991148615,0.8762220667652447,-1.1052215545807416,0.347199421388147,3,1,1,15,1,9254,1,1,160.0,1,1,3,3,3,1,0,0,0,0,0,Portugués,1,
-0.15041882601772735,-0.562167955812708,-0.30081305824983723,-0.109105147316254,-1.9860682178113243,-1.5212573894487618,-0.7223352196577593,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-2.0426298922341317,-1.471526880526303,-0.6581233482271641,-0.199440991148615,-0.2876384574425296,0.12438647318417584,0.7657608350016585,1,1,1,1,5,9070,1,1,122.0,1,37,37,9,9,1,0,0,0,0,0,Portugués,1,
-0.5095258215316947,-0.4303628237699172,-0.30081305824983723,-0.109105147316254,-0.07156661452170444,0.4180498886958897,1.4534683523605296,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,0.4906159709761728,0.1871652616079112,-0.658123348227162,-0.199440991148615,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,3,0,1,17,2,9773,1,1,122.0,1,38,37,5,3,1,0,0,1,0,0,Portugués,1,
1.002867101882898,2.8647654772998528,-0.30081305824983723,-0.109105147316254,0.16774608588949805,0.09483200900511447,1.2760091957774766,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.522682374307949,0.518903690034754,-0.6581233482271619,-0.199440991148615,0.8762220667652447,-1.1052215545807416,0.347199421388147,3,0,2,39,1,8014,0,1,100.0,1,37,38,9,9,0,0,0,1,0,0,Portugués,1,
-0.8410092020061256,3.5237911375138067,-0.30081305824983723,-0.5123475631283743,0.4070587863007005,0.09483200900511447,1.1988530407413631,-0.19927303148411477,-0.2824423108896146,-0.5611610991668988,2.263888075223386,0.1871652616079112,-0.6581233482271621,6.434596188110578,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,3,1,2,39,1,9991,0,19,133.1,1,37,37,9,7,0,0,1,1,0,0,Portugués,1,
0.09819370933809662,-0.6939730878554988,-0.30081305824983723,0.2941372684958662,0.16774608588949805,0.741267768386665,-0.722335219657757,-0.19927303148411477,-0.2824423108896146,0.8051441857612031,-0.016033201665888088,1.1823805468884399,-0.658123348224761,-0.199440991148615,1.476924272807967,1.1370048489905784,-1.7896667428492534,3,0,1,1,1,9500,1,1,142.0,1,19,38,7,10,1,0,0,1,1,0,Portugués,1,
-0.9584095659241536,-0.16675255968433558,-0.30081305824983723,-0.5123475631283743,-0.7895047157553119,-1.5212573894487618,-0.7223352196577593,-0.19927303148411477,-0.2824423108896146,-0.5611610991668988,-0.7760069606289794,-1.471526880526303,-0.6581233482271641,-0.199440991148615,1.476924272807967,1.1370048489905784,-1.7896667428492534,1,1,1,18,4,9254,1,1,119.0,1,37,37,9,9,1,0,0,0,0,0,Portugués,1,
-0.27472509369563886,-0.6939730878554988,-0.30081305824983723,-0.109105147316254,0.16774608588949805,0.09483200900511447,-0.7223352196577574,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,1.5039143162602946,-0.8080500236726174,-0.6581233482271618,-0.199440991148615,-1.0009723271182625,0.12438647318417584,1.545606837207885,1,0,1,1,1,9238,1,1,138.0,1,1,19,4,7,1,0,1,0,0,0,Portugués,1,
0.25012359205554346,-0.6939730878554988,-0.30081305824983723,-0.109105147316254,-0.5501920153441094,0.4180498886958897,1.2760091957774766,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.2693577879869185,0.1871652616079112,-0.6581233482271618,-0.199440991148615,0.8762220667652447,-1.1052215545807416,0.347199421388147,3,0,1,1,1,9670,1,1,139.0,1,38,19,5,7,1,0,0,1,0,0,Portugués,1,
